InteractionID	REL_ENT	REG_DIR	INDIRECT	PASSIVE	NEGATED	SENTENCE
miRNA-corp.d114.s1.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Here we provide evidence in human neural (HN) cells of an aluminum-sulfate- and reactive oxygen species (ROS)-mediated up-regulation of an NF-kappaB-sensitive <e1>miRNA-146a</e1> that down-regulates the expression of <e2>complement factor H</e2> (CFH), an important repressor of inflammation.
miRNA-corp.d114.s1.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Here we provide evidence in human neural (HN) cells of an aluminum-sulfate- and reactive oxygen species (ROS)-mediated up-regulation of an NF-kappaB-sensitive <e1>miRNA-146a</e1> that down-regulates the expression of complement factor H (<e2>CFH</e2>), an important repressor of inflammation.
miRNA-corp.d114.s2.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Characterization of an NF-kappaB-regulated, <e1>miRNA-146a</e1>-mediated down-regulation of <e2>complement factor H</e2> (CFH) in metal-sulfate-stressed human brain cells.
miRNA-corp.d114.s2.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Characterization of an NF-kappaB-regulated, <e1>miRNA-146a</e1>-mediated down-regulation of complement factor H (<e2>CFH</e2>) in metal-sulfate-stressed human brain cells.
miRNA-corp.d114.s4.p0	NA	NA	FALSE	FALSE	FALSE	An NF-kappaB-containing <e1>miRNA-146a</e1>-promoter-luciferase reporter construct transfected into HN cells showed significant up-regulation of miRNA-146a after aluminum-sulfate treatment that corresponded to decreased <e2>CFH</e2> gene expression.
miRNA-corp.d114.s4.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	An NF-kappaB-containing miRNA-146a-promoter-luciferase reporter construct transfected into HN cells showed significant up-regulation of <e1>miRNA-146a</e1> after aluminum-sulfate treatment that corresponded to decreased <e2>CFH</e2> gene expression.
miRNA-corp.d114.s5.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	These data suggest that (1) as in AD brain, NF-kappaB-sensitive, <e1>miRNA-146a</e1>-mediated, modulation of <e2>CFH</e2> gene expression may contribute to inflammatory responses in aluminum-stressed HN cells, and (2) underscores the potential of nanomolar aluminum to drive genotoxic mechanisms characteristic of neurodegenerative disease processes.
miRNA-corp.d114.s6.p0	NA	NA	FALSE	FALSE	FALSE	This NF-kappaB-<e1>miRNA-146a</e1>-CFH signaling circuit is known to be similarly affected by <e2>Abeta42</e2> peptides and in AD brain.
miRNA-corp.d114.s6.p1	NA	NA	FALSE	FALSE	FALSE	This NF-kappaB-<e1>miRNA-146a</e1>-<e2>CFH</e2> signaling circuit is known to be similarly affected by Abeta42 peptides and in AD brain.
miRNA-corp.d116.s0.p0	NA	NA	FALSE	FALSE	FALSE	Pharmacologic and genetic inhibition of p53 corroborated the hypothesis that pre-<e1>miR-630</e1> (but not pre-miR-181a) blocks the upstream signaling pathways that are ignited by DNA damage and converge on <e2>p53</e2> activation.
miRNA-corp.d116.s0.p1	NA	NA	FALSE	FALSE	FALSE	Pharmacologic and genetic inhibition of <e2>p53</e2> corroborated the hypothesis that pre-<e1>miR-630</e1> (but not pre-miR-181a) blocks the upstream signaling pathways that are ignited by DNA damage and converge on p53 activation.
miRNA-corp.d116.s0.p3	NA	NA	FALSE	FALSE	FALSE	Pharmacologic and genetic inhibition of p53 corroborated the hypothesis that pre-miR-630 (but not pre-<e1>miR-181a</e1>) blocks the upstream signaling pathways that are ignited by DNA damage and converge on <e2>p53</e2> activation.
miRNA-corp.d116.s0.p4	NA	NA	FALSE	FALSE	FALSE	Pharmacologic and genetic inhibition of <e2>p53</e2> corroborated the hypothesis that pre-miR-630 (but not pre-<e1>miR-181a</e1>) blocks the upstream signaling pathways that are ignited by DNA damage and converge on p53 activation.
miRNA-corp.d116.s1.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Pre-<e1>miR-630</e1> arrested A549 cells in the G0-G1 phase of the cell cycle, correlating with increased levels of the cell cycle inhibitor <e2>p27</e2>(Kip1) as well as with reduced proliferation rates and resulting in greatly diminished sensitivity of A549 cells to the late S-G2-M cell cycle arrest mediated by CDDP.
miRNA-corp.d116.s1.p1	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Pre-<e1>miR-630</e1> arrested A549 cells in the G0-G1 phase of the cell cycle, correlating with increased levels of the cell cycle inhibitor p27(<e2>Kip1</e2>) as well as with reduced proliferation rates and resulting in greatly diminished sensitivity of A549 cells to the late S-G2-M cell cycle arrest mediated by CDDP.
miRNA-corp.d116.s5.p0	MIR_GENE	NEU	FALSE	FALSE	FALSE	Pre-<e1>miR-181a</e1> and pre-miR-630 consistently modulated mitochondrial/postmitochondrial steps of the intrinsic pathway of apoptosis, including Bax oligomerization, mitochondrial transmembrane potential dissipation, and the proteolytic maturation of <e2>caspase-9</e2> and caspase-3.
miRNA-corp.d116.s5.p1	MIR_GENE	NEU	FALSE	FALSE	FALSE	Pre-<e1>miR-181a</e1> and pre-miR-630 consistently modulated mitochondrial/postmitochondrial steps of the intrinsic pathway of apoptosis, including Bax oligomerization, mitochondrial transmembrane potential dissipation, and the proteolytic maturation of caspase-9 and <e2>caspase-3</e2>.
miRNA-corp.d116.s5.p2	MIR_GENE	NEU	FALSE	FALSE	FALSE	Pre-<e1>miR-181a</e1> and pre-miR-630 consistently modulated mitochondrial/postmitochondrial steps of the intrinsic pathway of apoptosis, including <e2>Bax</e2> oligomerization, mitochondrial transmembrane potential dissipation, and the proteolytic maturation of caspase-9 and caspase-3.
miRNA-corp.d116.s5.p3	MIR_GENE	NEU	FALSE	FALSE	FALSE	Pre-miR-181a and pre-<e1>miR-630</e1> consistently modulated mitochondrial/postmitochondrial steps of the intrinsic pathway of apoptosis, including Bax oligomerization, mitochondrial transmembrane potential dissipation, and the proteolytic maturation of <e2>caspase-9</e2> and caspase-3.
miRNA-corp.d116.s5.p4	MIR_GENE	NEU	FALSE	FALSE	FALSE	Pre-miR-181a and pre-<e1>miR-630</e1> consistently modulated mitochondrial/postmitochondrial steps of the intrinsic pathway of apoptosis, including Bax oligomerization, mitochondrial transmembrane potential dissipation, and the proteolytic maturation of caspase-9 and <e2>caspase-3</e2>.
miRNA-corp.d116.s5.p5	MIR_GENE	NEU	FALSE	FALSE	FALSE	Pre-miR-181a and pre-<e1>miR-630</e1> consistently modulated mitochondrial/postmitochondrial steps of the intrinsic pathway of apoptosis, including <e2>Bax</e2> oligomerization, mitochondrial transmembrane potential dissipation, and the proteolytic maturation of caspase-9 and caspase-3.
miRNA-corp.d116.s6.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	In addition, pre-<e1>miR-630</e1> blocked early manifestations of the DNA damage response, including the phosphorylation of the <e2>ataxia-telangiectasia mutated</e2> (ATM) kinase and of two ATM substrates, histone H2AX and p53.
miRNA-corp.d116.s6.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	In addition, pre-<e1>miR-630</e1> blocked early manifestations of the DNA damage response, including the phosphorylation of the ataxia-telangiectasia mutated (<e2>ATM</e2>) kinase and of two ATM substrates, histone H2AX and p53.
miRNA-corp.d116.s6.p2	MIR_GENE	DOWN	FALSE	FALSE	FALSE	In addition, pre-<e1>miR-630</e1> blocked early manifestations of the DNA damage response, including the phosphorylation of the ataxia-telangiectasia mutated (ATM) kinase and of two <e2>ATM</e2> substrates, histone H2AX and p53.
miRNA-corp.d116.s6.p3	MIR_GENE	DOWN	FALSE	FALSE	FALSE	In addition, pre-<e1>miR-630</e1> blocked early manifestations of the DNA damage response, including the phosphorylation of the ataxia-telangiectasia mutated (ATM) kinase and of two ATM substrates, histone <e2>H2AX</e2> and p53.
miRNA-corp.d116.s6.p4	MIR_GENE	DOWN	FALSE	FALSE	FALSE	In addition, pre-<e1>miR-630</e1> blocked early manifestations of the DNA damage response, including the phosphorylation of the ataxia-telangiectasia mutated (ATM) kinase and of two ATM substrates, histone H2AX and <e2>p53</e2>.
miRNA-corp.d118.s0.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	A specific subset of five miRNAs revealed by in silico target prediction was significantly overexpressed in NFA samples; three miRs (miR-128a, <e1>miR-155</e1>, and miR-516a-3p) targeted the 3'-untranslated region of the <e2>Wee1</e2> transcript, and exogenous overexpression of these miRs inhibited Wee1 protein expression and HeLa cell proliferation.
miRNA-corp.d118.s0.p1	NA	NA	FALSE	FALSE	FALSE	A specific subset of five miRNAs revealed by in silico target prediction was significantly overexpressed in NFA samples; three miRs (miR-128a, <e1>miR-155</e1>, and miR-516a-3p) targeted the 3'-untranslated region of the Wee1 transcript, and exogenous overexpression of these miRs inhibited <e2>Wee1</e2> protein expression and HeLa cell proliferation.
miRNA-corp.d118.s0.p8	MIR_GENE	TARGET	FALSE	FALSE	FALSE	A specific subset of five miRNAs revealed by in silico target prediction was significantly overexpressed in NFA samples; three miRs (miR-128a, miR-155, and <e1>miR-516a-3p</e1>) targeted the 3'-untranslated region of the <e2>Wee1</e2> transcript, and exogenous overexpression of these miRs inhibited Wee1 protein expression and HeLa cell proliferation.
miRNA-corp.d118.s0.p9	NA	NA	FALSE	FALSE	FALSE	A specific subset of five miRNAs revealed by in silico target prediction was significantly overexpressed in NFA samples; three miRs (miR-128a, miR-155, and <e1>miR-516a-3p</e1>) targeted the 3'-untranslated region of the Wee1 transcript, and exogenous overexpression of these miRs inhibited <e2>Wee1</e2> protein expression and HeLa cell proliferation.
miRNA-corp.d118.s0.p10	MIR_GENE	TARGET	FALSE	FALSE	FALSE	A specific subset of five miRNAs revealed by in silico target prediction was significantly overexpressed in NFA samples; three miRs (<e1>miR-128a</e1>, miR-155, and miR-516a-3p) targeted the 3'-untranslated region of the <e2>Wee1</e2> transcript, and exogenous overexpression of these miRs inhibited Wee1 protein expression and HeLa cell proliferation.
miRNA-corp.d118.s0.p11	NA	NA	FALSE	FALSE	FALSE	A specific subset of five miRNAs revealed by in silico target prediction was significantly overexpressed in NFA samples; three miRs (<e1>miR-128a</e1>, miR-155, and miR-516a-3p) targeted the 3'-untranslated region of the Wee1 transcript, and exogenous overexpression of these miRs inhibited <e2>Wee1</e2> protein expression and HeLa cell proliferation.
miRNA-corp.d122.s4.p3	NA	NA	FALSE	FALSE	FALSE	However, no studies have investigated the clinical significance of <e2>high-mobility group A2</e2> and its relationship to the <e1>let-7</e1> miRNA family in human pituitary adenomas.
miRNA-corp.d122.s6.p0	NA	NA	FALSE	FALSE	FALSE	Recent studies report that <e2>high-mobility group A2</e2> is negatively regulated by the <e1>let-7</e1> microRNAs (miRNAs) family in vitro.
miRNA-corp.d122.s8.p0	MIR_GENE	DOWN	TRUE	FALSE	FALSE	Overexpression of <e2>HMGA2</e2> relates to reduction of the <e1>let-7</e1> and its relationship to clinicopathological features in pituitary adenomas.
miRNA-corp.d122.s12.p0	MIR_GENE	DOWN	TRUE	FALSE	FALSE	An inverse correlation between <e1>let-7</e1> and <e2>high-mobility group A2</e2> expression was evident (R=-0.33, P<0.05).
miRNA-corp.d122.s13.p0	NA	NA	FALSE	FALSE	FALSE	These findings support a causal link between <e1>let-7</e1> and high-mobility group A2 whereby loss of let-7 expression induces <e2>high-mobility group A2</e2> upregulation that represents an important mechanism in pituitary tumorigenesis and progression.
miRNA-corp.d122.s13.p1	MIR_GENE	NEU	FALSE	FALSE	FALSE	These findings support a causal link between <e1>let-7</e1> and <e2>high-mobility group A2</e2> whereby loss of let-7 expression induces high-mobility group A2 upregulation that represents an important mechanism in pituitary tumorigenesis and progression.
miRNA-corp.d122.s13.p2	MIR_GENE	DOWN	TRUE	FALSE	FALSE	These findings support a causal link between let-7 and high-mobility group A2 whereby loss of <e1>let-7</e1> expression induces <e2>high-mobility group A2</e2> upregulation that represents an important mechanism in pituitary tumorigenesis and progression.
miRNA-corp.d122.s13.p3	NA	NA	FALSE	FALSE	FALSE	These findings support a causal link between let-7 and <e2>high-mobility group A2</e2> whereby loss of <e1>let-7</e1> expression induces high-mobility group A2 upregulation that represents an important mechanism in pituitary tumorigenesis and progression.
miRNA-corp.d132.s0.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Moreover, LPS stimulation decreased expression of microRNAs (miRNA)--miR-17-5, miR-20a, and <e1>miR-93</e1>--which target <e2>MICA</e2>, implicating a novel role for miRNAs in NKG2D ligand expression.
miRNA-corp.d132.s0.p4	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Moreover, LPS stimulation decreased expression of microRNAs (miRNA)--<e1>miR-17-5</e1>, miR-20a, and miR-93--which target <e2>MICA</e2>, implicating a novel role for miRNAs in NKG2D ligand expression.
miRNA-corp.d132.s0.p5	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Moreover, LPS stimulation decreased expression of microRNAs (miRNA)--miR-17-5, <e1>miR-20a</e1>, and miR-93--which target <e2>MICA</e2>, implicating a novel role for miRNAs in NKG2D ligand expression.
miRNA-corp.d134.s0.p0	NA	NA	FALSE	FALSE	FALSE	Our in vitro results suggested that Aβ42 oligomer-induced <e1>miR-106b</e1> leads to impairment in TGF-β signaling through <e2>TβR II</e2>, concomitant with retinoic acid-induced neurodegeneration in SH-SY5Y cells.
miRNA-corp.d134.s0.p1	NA	NA	FALSE	FALSE	FALSE	Our in vitro results suggested that Aβ42 oligomer-induced <e1>miR-106b</e1> leads to impairment in <e2>TGF-β</e2> signaling through TβR II, concomitant with retinoic acid-induced neurodegeneration in SH-SY5Y cells.
miRNA-corp.d134.s1.p0	NA	NA	FALSE	FALSE	FALSE	These results show that <e2>TβR II</e2> is a functional target of miR-106b and that <e1>miR-106b</e1> may influence TGF-β signaling, thereby contributing to the pathogenesis of AD.
miRNA-corp.d134.s1.p2	NA	NA	FALSE	FALSE	FALSE	These results show that TβR II is a functional target of miR-106b and that <e1>miR-106b</e1> may influence <e2>TGF-β</e2> signaling, thereby contributing to the pathogenesis of AD.
miRNA-corp.d134.s1.p3	MIR_GENE	TARGET	FALSE	FALSE	FALSE	These results show that <e2>TβR II</e2> is a functional target of <e1>miR-106b</e1> and that miR-106b may influence TGF-β signaling, thereby contributing to the pathogenesis of AD.
miRNA-corp.d134.s1.p5	NA	NA	FALSE	FALSE	FALSE	These results show that TβR II is a functional target of <e1>miR-106b</e1> and that miR-106b may influence <e2>TGF-β</e2> signaling, thereby contributing to the pathogenesis of AD.
miRNA-corp.d134.s3.p1	MIR_GENE	TARGET	FALSE	FALSE	FALSE	<e1>miR-106b</e1> aberrantly expressed in a double transgenic mouse model for Alzheimer's disease targets <e2>TGF-β type II receptor</e2>.
miRNA-corp.d134.s6.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Sequence analysis revealed two putative binding sites for <e1>miR-106b</e1> in the 3' UTR of the <e2>TβR II</e2> mRNA.
miRNA-corp.d134.s7.p1	NA	NA	FALSE	FALSE	FALSE	Here we found that <e1>miR-106b</e1> and <e2>TGF-β type II receptor</e2> (TβR II) were aberrantly expressed in APPswe/PS∆E9 mice (a double transgenic mouse model for AD).
miRNA-corp.d134.s7.p2	NA	NA	FALSE	FALSE	FALSE	Here we found that <e1>miR-106b</e1> and TGF-β type II receptor (<e2>TβR II</e2>) were aberrantly expressed in APPswe/PS∆E9 mice (a double transgenic mouse model for AD).
miRNA-corp.d134.s9.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Our results showed that the expression of <e1>miR-106b</e1> was inversely correlated with <e2>TβR II</e2> protein levels and miR-106b can directly inhibit the TβR II translation in vitro.
miRNA-corp.d134.s9.p1	NA	NA	FALSE	FALSE	FALSE	Our results showed that the expression of <e1>miR-106b</e1> was inversely correlated with TβR II protein levels and miR-106b can directly inhibit the <e2>TβR II</e2> translation in vitro.
miRNA-corp.d134.s9.p2	NA	NA	FALSE	FALSE	FALSE	Our results showed that the expression of miR-106b was inversely correlated with <e2>TβR II</e2> protein levels and <e1>miR-106b</e1> can directly inhibit the TβR II translation in vitro.
miRNA-corp.d134.s9.p3	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Our results showed that the expression of miR-106b was inversely correlated with TβR II protein levels and <e1>miR-106b</e1> can directly inhibit the <e2>TβR II</e2> translation in vitro.
miRNA-corp.d134.s10.p0	NA	NA	FALSE	FALSE	FALSE	Exposure of SH-SY5Y cells to Aβ42 oligomers led to the expression of <e1>miR-106b</e1> was first increased and then decreased and <e2>TβR II</e2> levels reduced.
miRNA-corp.d134.s11.p0	NA	NA	FALSE	FALSE	FALSE	Western blot analysis revealed unchanged total Smad2/3 protein levels, but reduced <e2>phospho-Smad2/3</e2> (p-Smad2/3) and increased Smad6/7 protein levels in the <e1>miR-106b</e1> stably transfected cell line.
miRNA-corp.d134.s11.p1	NA	NA	FALSE	FALSE	FALSE	Western blot analysis revealed unchanged total Smad2/3 protein levels, but reduced phospho-Smad2/3 (<e2>p-Smad2/3</e2>) and increased Smad6/7 protein levels in the <e1>miR-106b</e1> stably transfected cell line.
miRNA-corp.d134.s11.p2	NA	NA	FALSE	FALSE	FALSE	Western blot analysis revealed unchanged total <e2>Smad2/3</e2> protein levels, but reduced phospho-Smad2/3 (p-Smad2/3) and increased Smad6/7 protein levels in the <e1>miR-106b</e1> stably transfected cell line.
miRNA-corp.d134.s11.p3	MIR_GENE	UP	FALSE	FALSE	FALSE	Western blot analysis revealed unchanged total Smad2/3 protein levels, but reduced phospho-Smad2/3 (p-Smad2/3) and increased <e2>Smad6/7</e2> protein levels in the <e1>miR-106b</e1> stably transfected cell line.
miRNA-corp.d135.s6.p2	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Interestingly, both miRNAs are capable of binding directly to <e2>TDP-43</e2> in different positions: within the miRNA sequence itself (<e1>let-7b</e1>) or in the hairpin precursor (miR-663).
miRNA-corp.d135.s6.p3	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Interestingly, both miRNAs are capable of binding directly to <e2>TDP-43</e2> in different positions: within the miRNA sequence itself (let-7b) or in the hairpin precursor (<e1>miR-663</e1>).
miRNA-corp.d142.s4.p0	NA	NA	FALSE	FALSE	FALSE	Using transiently transfected murine neuronal N2a cells in culture, in parallel to a mouse model of AD, we were able to demonstrate a role for two miRNAs (<e1>miR-298</e1> and miR-328) in the regulation of beta-amyloid (Abeta) precursor protein (<e2>APP</e2>)-converting enzyme (BACE) messenger RNA (mRNA) translation, thereby providing key insights into the molecular basis underlying BACE deregulation in AD.
miRNA-corp.d142.s4.p3	NA	NA	FALSE	FALSE	FALSE	Using transiently transfected murine neuronal N2a cells in culture, in parallel to a mouse model of AD, we were able to demonstrate a role for two miRNAs (<e1>miR-298</e1> and miR-328) in the regulation of beta-amyloid (Abeta) precursor protein (APP)-converting enzyme (BACE) messenger RNA (mRNA) translation, thereby providing key insights into the molecular basis underlying <e2>BACE</e2> deregulation in AD.
miRNA-corp.d142.s4.p4	MIR_GENE	NEU	FALSE	FALSE	FALSE	Using transiently transfected murine neuronal N2a cells in culture, in parallel to a mouse model of AD, we were able to demonstrate a role for two miRNAs (<e1>miR-298</e1> and miR-328) in the regulation of beta-amyloid (Abeta) precursor protein (APP)-converting enzyme (<e2>BACE</e2>) messenger RNA (mRNA) translation, thereby providing key insights into the molecular basis underlying BACE deregulation in AD.
miRNA-corp.d142.s4.p5	MIR_GENE	NEU	FALSE	FALSE	FALSE	Using transiently transfected murine neuronal N2a cells in culture, in parallel to a mouse model of AD, we were able to demonstrate a role for two miRNAs (<e1>miR-298</e1> and miR-328) in the regulation of <e2>beta-amyloid (Abeta) precursor protein (APP)-converting enzyme</e2> (BACE) messenger RNA (mRNA) translation, thereby providing key insights into the molecular basis underlying BACE deregulation in AD.
miRNA-corp.d142.s4.p6	NA	NA	FALSE	FALSE	FALSE	Using transiently transfected murine neuronal N2a cells in culture, in parallel to a mouse model of AD, we were able to demonstrate a role for two miRNAs (miR-298 and <e1>miR-328</e1>) in the regulation of beta-amyloid (Abeta) precursor protein (<e2>APP</e2>)-converting enzyme (BACE) messenger RNA (mRNA) translation, thereby providing key insights into the molecular basis underlying BACE deregulation in AD.
miRNA-corp.d142.s4.p9	NA	NA	FALSE	FALSE	FALSE	Using transiently transfected murine neuronal N2a cells in culture, in parallel to a mouse model of AD, we were able to demonstrate a role for two miRNAs (miR-298 and <e1>miR-328</e1>) in the regulation of beta-amyloid (Abeta) precursor protein (APP)-converting enzyme (BACE) messenger RNA (mRNA) translation, thereby providing key insights into the molecular basis underlying <e2>BACE</e2> deregulation in AD.
miRNA-corp.d142.s4.p10	MIR_GENE	NEU	FALSE	FALSE	FALSE	Using transiently transfected murine neuronal N2a cells in culture, in parallel to a mouse model of AD, we were able to demonstrate a role for two miRNAs (miR-298 and <e1>miR-328</e1>) in the regulation of beta-amyloid (Abeta) precursor protein (APP)-converting enzyme (<e2>BACE</e2>) messenger RNA (mRNA) translation, thereby providing key insights into the molecular basis underlying BACE deregulation in AD.
miRNA-corp.d142.s4.p11	MIR_GENE	NEU	FALSE	FALSE	FALSE	Using transiently transfected murine neuronal N2a cells in culture, in parallel to a mouse model of AD, we were able to demonstrate a role for two miRNAs (miR-298 and <e1>miR-328</e1>) in the regulation of <e2>beta-amyloid (Abeta) precursor protein (APP)-converting enzyme</e2> (BACE) messenger RNA (mRNA) translation, thereby providing key insights into the molecular basis underlying BACE deregulation in AD.
miRNA-corp.d144.s2.p0	NA	NA	FALSE	FALSE	FALSE	Up-regulation of <e1>miRNA-146a</e1> coupled to down-regulation of CFH was observed in AD brain and in <e2>interleukin-1beta</e2>, Abeta42, and/or oxidatively stressed human neural (HN) cells in primary culture.
miRNA-corp.d144.s2.p1	NA	NA	FALSE	FALSE	FALSE	Up-regulation of <e1>miRNA-146a</e1> coupled to down-regulation of CFH was observed in AD brain and in interleukin-1beta, <e2>Abeta42</e2>, and/or oxidatively stressed human neural (HN) cells in primary culture.
miRNA-corp.d144.s2.p2	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Up-regulation of <e1>miRNA-146a</e1> coupled to down-regulation of <e2>CFH</e2> was observed in AD brain and in interleukin-1beta, Abeta42, and/or oxidatively stressed human neural (HN) cells in primary culture.
miRNA-corp.d144.s3.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Here we provide evidence in AD brains of a specific up-regulation of an NF-kappaB-sensitive <e1>miRNA-146a</e1> highly complementary to the 3'-untranslated region of <e2>complement factor H </e2>(CFH), an important repressor of the inflammatory response of the brain.
miRNA-corp.d144.s3.p1	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Here we provide evidence in AD brains of a specific up-regulation of an NF-kappaB-sensitive <e1>miRNA-146a</e1> highly complementary to the 3'-untranslated region of complement factor H (<e2>CFH</e2>), an important repressor of the inflammatory response of the brain.
miRNA-corp.d144.s5.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Transfection of HN cells using an NF-kappaB-containing pre-<e1>miRNA-146a</e1> promoter-luciferase reporter construct in stressed HN cells showed significant up-regulation of luciferase activity that paralleled decreases in <e2>CFH</e2> gene expression.
miRNA-corp.d144.s7.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	These data indicate that NF-kappaB-sensitive <e1>miRNA-146a</e1>-mediated modulation of <e2>CFH</e2> gene expression may in part regulate an inflammatory response in AD brain and in stressed HN cell models of AD and illustrate the potential for anti-miRNAs as an effective therapeutic strategy against pathogenic inflammatory signaling.
miRNA-corp.d153.s6.p2	NA	NA	FALSE	FALSE	FALSE	We further demonstrate that miRNAs belonging to the <e1>miR-15</e1> family are potent regulators of ERK1 expression in mouse neuronal cells and co-expressed with <e2>ERK1/2</e2> in vivo.
miRNA-corp.d153.s6.p3	NA	NA	FALSE	FALSE	FALSE	We further demonstrate that miRNAs belonging to the <e1>miR-15</e1> family are potent regulators of <e2>ERK1</e2> expression in mouse neuronal cells and co-expressed with ERK1/2 in vivo.
miRNA-corp.d154.s2.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Furthermore, we show that <e1>miR-21</e1> specifically targets the mRNA of <e2>myocyte enhancer factor 2C</e2> (MEF2C), a transcription factor crucial for neuronal function, and reduces its expression.
miRNA-corp.d154.s2.p1	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Furthermore, we show that <e1>miR-21</e1> specifically targets the mRNA of myocyte enhancer factor 2C (<e2>MEF2C</e2>), a transcription factor crucial for neuronal function, and reduces its expression.
miRNA-corp.d154.s6.p0	MIR_GENE	NEU	FALSE	FALSE	FALSE	<e1>MicroRNA-21</e1> dysregulates the expression of <e2>MEF2C</e2> in neurons in monkey and human SIV/HIV neurological disease.
miRNA-corp.d156.s8.p0	NA	NA	FALSE	FALSE	FALSE	Our analysis revealed <e2>EGR3</e2> and <e1>hsa-miR-195</e1> were core regulators in this regulatory network.
miRNA-corp.d157.s0.p1	NA	NA	FALSE	FALSE	FALSE	METHODOLOGY/PRINCIPAL FINDINGS; In a screening of MB cell lines, the miRNA miR-199b-5p was seen to be a regulator of the Notch pathway through its targeting of the transcription factor <e2>HES1</e2>. Down-regulation of HES1 expression by <e1>miR-199b-5p</e1> negatively regulates the proliferation rate and anchorage-independent growth of MB cells.
miRNA-corp.d157.s0.p2	MIR_GENE	DOWN	TRUE	FALSE	FALSE	METHODOLOGY/PRINCIPAL FINDINGS; In a screening of MB cell lines, the miRNA miR-199b-5p was seen to be a regulator of the Notch pathway through its targeting of the transcription factor HES1. Down-regulation of <e2>HES1</e2> expression by <e1>miR-199b-5p</e1> negatively regulates the proliferation rate and anchorage-independent growth of MB cells.
miRNA-corp.d157.s0.p7	MIR_GENE	TARGET	FALSE	FALSE	FALSE	METHODOLOGY/PRINCIPAL FINDINGS; In a screening of MB cell lines, the miRNA <e1>miR-199b-5p</e1> was seen to be a regulator of the Notch pathway through its targeting of the transcription factor <e2>HES1</e2>. Down-regulation of HES1 expression by miR-199b-5p negatively regulates the proliferation rate and anchorage-independent growth of MB cells.
miRNA-corp.d157.s0.p8	NA	NA	FALSE	FALSE	FALSE	METHODOLOGY/PRINCIPAL FINDINGS; In a screening of MB cell lines, the miRNA <e1>miR-199b-5p</e1> was seen to be a regulator of the Notch pathway through its targeting of the transcription factor HES1. Down-regulation of <e2>HES1</e2> expression by miR-199b-5p negatively regulates the proliferation rate and anchorage-independent growth of MB cells.
miRNA-corp.d157.s9.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	<e1>MicroRNA-199b-5p</e1> impairs cancer stem cells through negative regulation of <e2>HES1</e2> in medulloblastoma.
miRNA-corp.d161.s0.p1	NA	NA	FALSE	FALSE	FALSE	Our findings suggest a functional collaboration between the <e1>miR-17</e1> approximately 92 cluster and the <e2>SHH</e2> signaling pathway in the development of MBs in mouse and man.
miRNA-corp.d161.s1.p2	NA	NA	FALSE	FALSE	FALSE	Analysis of human MBs demonstrated that 3 <e1>miR-17</e1> approximately 92 cluster miRNAs (miR-92, miR-19a, and miR-20) were also overexpressed in human MBs with a constitutively activated <e2>Sonic Hedgehog</e2> (SHH) signaling pathway, but not in other forms of the disease.
miRNA-corp.d161.s1.p3	NA	NA	FALSE	FALSE	FALSE	Analysis of human MBs demonstrated that 3 <e1>miR-17</e1> approximately 92 cluster miRNAs (miR-92, miR-19a, and miR-20) were also overexpressed in human MBs with a constitutively activated Sonic Hedgehog (<e2>SHH</e2>) signaling pathway, but not in other forms of the disease.
miRNA-corp.d161.s1.p6	NA	NA	FALSE	FALSE	FALSE	Analysis of human MBs demonstrated that 3 miR-17 approximately 92 cluster miRNAs (<e1>miR-92</e1>, miR-19a, and miR-20) were also overexpressed in human MBs with a constitutively activated <e2>Sonic Hedgehog</e2> (SHH) signaling pathway, but not in other forms of the disease.
